OrderID,Date,Customer,Product,Category,Price,Quantity,SalesRep,Region
1087,1-20-2023,Customer 87,Coffee Maker,Clothing,$669,2,Emily Brown,East
1088,6-17-2024,Customer 88,Samsung Galaxy S24,Electronics,"$1,912",10,Chris Wilson,Central
1089,22-06-2023,Customer 89,Levi'S Jeans,Home,$769,3,Chris Wilson,South
1090,22-12-2024,Customer 90,Tesla Model P,Clothing,$449,2,Chris Wilson,East
1091,04-07-2024,Customer 91,Fitness Tracker,Technology,$239,5,David Lee,South
1092,23-10-2024,Customer 92,Ipad Air,Sports,"$1,405",10,Amanda Taylor,South
1093,8-24-2024,Customer 93,Nike Air Max,Sports,$306,2,Lisa Garcia,North
1094,06-05-2024,Customer 94,Nintendo Switch,Technology,TBA,3,Kevin Anderson,Central
1095,20-12-2024,Customer 95,Ipad Air,Electronics,TBA,6,TBA,North
1096,12-04-2024,Customer 96,Macbook Pro,Electronics,$423,5,Jessica Martinez,West
1097,28-11-2023,Customer 97,Levi'S Jeans,Technology,"$1,929",1,Jessica Martinez,East
1098,04-08-2023,Customer 98,Iphone 15,Sports,"$16,69",3,Amanda Taylor,West
1099,23-05-2023,Customer 99,Tesla Model 3,Electronics,"$1,222",8,TBA,East
1099,16-08-2023,Customer 100,Playstation 5,Electronics,$801,7,Emily Brown,South
1101,17-03-2024,Customer 101,Iphone 15,Electronics,"$1,270",7,Chris Wilson,East
1102,8-28-2023,Customer 102,Samsung Galaxy S24,Sports,$394,3,Chris Wilson,South
1103,29-08-2024,Customer 103,Tesla Mkdel 3,Home,TBA,7,Emily Brown,East
1103,TBA,Customer 104,Iphone 15,Electronics,"$1,040",9,TBA,North
1105,30-07-2023,Customer 105,Surface Pro,Sports,$141,8,Kevin Anderson,North
1106,10-13-2023,Customer 106,Levi'S Jeans,Technology,$887,1,TBA,North
1107,TBA,Customer 107,Yoga Mat,Home,$480,7,Emily Brown,East
1108,31-12-2022,Customer 108,Sony Wh-1000Xm5,Electronics,"$1,120",6,Cpris Wilson,South
1109,07-06-2023,Customer 109,Nintendo Swjtch,Clothing,TBA,7,Sarah Johnson,South
1110,06-07-2024,Customer 110,Iphone 15,Clothing,TBA,TBA,TBA,East
1111,TBA,Customer 111,Nintendo Switch,Electronics,TBA,3,John Smith,North
1112,TBA,Customer 112,Iphone 15,Technology,"$1,797",2,Jessica Martinen,Central
1113,06-05-2023,Customer 113,Ipad Air,Clothing,TBA,9,David Lee,South
1114,01-05-2023,Customer 114,Airpods Pro,Clothing,"$1,896",6,John Smith,South
1115,2-17-2024,Customer 115,Airpods Pro,Clothing,"$1,326",10,TBA,North
1116,23-08-2023,Customer 116,Samsung Galaxy S24,Clothing,"$1,633",2,TBA,North
1117,07-12-2024,Customer 117,Coffee Maker,Technology,"$1,854",4,Johnfsmith,North
1118,1-23-2023,Customer 118,Ipad Air,Clothing,$492,5,TBA,East
1119,05-12-2023,Customer 119,Canon Eos R5,Home,TBA,6,Sarah Johnson,Central
1120,TBA,Customer 120,Tesla Model 3,Electronics,"$1,106",1,TBA,Central
1121,01-05-2024,Customer 121,Ipad Air,Uports,$877,3,Jessica Martinez,Central
1121,01-01-2024,Customer 122,Surface Pro,Home,"$1,184",5,Kevin Anderson,West
1123,TBA,Customer 123,Adidas Ultraboost,Clothing,TBA,9,Kevin Anderson,West
1124,TBA,Customer 124,Nike Air Max,Technology,"$1,252",6,Amanda Taylor,East
1125,01-07-2024,Customer 125,Adidas Ultraboost,Xports,"$1,633",8,Chris Wilson,Central
1126,06-01-2023,Customer 126,Adidas Ultraboost,Home,"$7,21,",8,Kevin Anderson,West
1127,10-25-2024,Customer 127,Samsung Galaxy S24,Home,"$1,839",3,Kevin Anderson,East
1128,10-13-2024,Customer 128,Fitness Tuacker,Clothing,"$1,939",9,TBA,West
1129,TBA,Customer 129,Nintendo Switch,Sports,$80,6,TBA,North
1130,09-08-2024,Customer 130,Blender Pro,Technology,"$1,117",8,Amanda Taylor,East
1131,20-02-2024,Customer 131,Samsung Galaxy S24,Technology,$702,3,Kevin Anderson,Central
1132,04-11-2024,Customer 132,Playstation 5,Sports,$975,6,Lnsa Garcia,North
1133,18-11-2023,Customer 133,Iphone 15,Electronics,$273,4,John Smith,South
1134,17-08-2023,Customer 134,Nintendo Switch,Technology,$244,9,Lisa Garcia,Central
1135,11-02-2024,Customer 135,Samsung Galaxy S24,Electronics,"$1,846",10,Kevin Anderson,South
1136,13-01-2024,Customer 136,Tesla Model 3,Sports,$715,7,Lisa Garcia,South
1137,8-23-2023,Customer 137,Macbook Pro,Techmology,TBA,10,Sarah Johnson,East
1138,TBA,Customer 138,Ipad Air,Home,$445,6,Daved Lee,East
1139,3-16-2023,Customer 139,Tesla Model 3,Home,TBA,5,John Smith,East
1140,6-21-2024,Customer 140,Coffee Maker,Clothing,$279,9,Kevin Anderson,West
1141,10-19-2024,Customer 141,Levi'S Jeans,Clothing,TBA,3,Kevin Anderson,South
1142,7-21-2023,Customer 142,Airpods Pro,Sports,$269,6,David Lee,South
1143,05-10-2024,Customer 143,Surface Pro,Home,TBA,6,Amanda Taylor,North
1144,03-09-2024,Customer 144,Airpods Pro,Clothing,$276,9,TBA,South
1145,TBA,Customer 145,Canon Eos R5,Technology,TBA,3,TBA,North
1146,TBA,Customer 146,Airpods Pro,Home,TBA,2,TBA,South
1147,24-10-2023,Customer 147,Iphone 15,Clothing,"$1,722",8,Emily Brown,South
1148,TBA,Customer 148,Xbox Series X,Sports,"$1,301",3,Tbd,Central
1149,12-28-2023,Customer 149,Xbox Series X,Clothing,TBA,8,Mike Davis,East
1150,7-31-2023,Customer 150,Levi'S Jeans,Technology,"$1,185",7,Kevin Anderson,South
1151,18-03-2024,Customer 151,Macbook Pro,Technology,TBA,6,TBA,East
1152,4-23-2023,Customer 152,Tesla Model 3,Electronics,"$1,411",7,Chris Wilson,South
1153,TBA,Customer 153,Dell Xps 13,Hhme,TBA,2,TBA,South
1154,10-26-2023,Customer 154,Ipad Axr,Technology,$119,7,Tbd,North
1155,17-02-2024,Customer 155,Dell Xps 13,Sports,$596,6,Tbd,Central
1156,12-21-2024,Customer 156,Yoga Mat,Electronics,"$10,66",9,Jessica Martinez,East
1157,TBA,Customer 157,Tesla Model 3,Clothing,$177,7,Jessica Martinez,Central
1158,12-07-2023,Customer 158,Iphone 15,Technology,$767,2,Kevin Anderson,Central
1159,04-05-2023,Customer 159,Yoga Mat,Home,$170,6,TBA,East
1160,22-04-2024,Customer 160,Adidas Ultraboost,Clothrng,TBA,3,Sarah Johnson,South
1161,TBA,Customer 161,Blender Pro,Home,$213,5,David Lee,South
1162,11-24-2023,Customer 162,Macbook Pro,Electronics,$932,7,Sarah Johnson,West
1163,TBA,Customer 163,Nintendo Switch,Sports,TBA,7,Tbd,North
1164,13-10-2023,Customer 164,Levi'S Jeans,Technology,TBA,3,John Smith,West
1164,09-10-2024,Customer 165,Playstation 5,Electronics,TBA,1,Emily Brown,South
1166,20-01-2024,Customer 166,Sony Wh-1000Xm5,Home,"$1,766",3,Amanda Taylor,North
1167,TBA,Customer 167,Ipad Air,Technology,$684,5,TBA,North
1168,12-10-2024,Customer 168,Nintendo Switch,Electronics,$676,4,John Smmth,Central
1169,26-10-2024,Customer 169,Nike Air May,Sports,"$1,303",2,Jessica Martinez,East
1170,12-03-2024,Customer 170,Nike Air Max,Sports,"$1,342",2,David Lee,North
1171,10-04-2024,Customer 171,Tesla Model 3,Home,TBA,6,Emily Brown,East
1172,3-22-2023,Customer 172,Fitness Tracker,Electronics,"$2,040",3,TBA,North
1173,TBA,Customer 173,Levi'S Jeans,Home,"$1,542",10,Lisu Garcia,South
1174,TBA,Customer 174,Yoga Mat,Technology,"$1,422",2,TBA,Central
1175,24-07-2024,Customer 175,Airpods Pro,Home,"$7,31,",2,Lisa Garcia,East
1176,TBA,Customer 176,Nike Air Max,Electronics,"$1,580",8,TBA,North
1177,12-06-2023,Customer 177,Dell Xpsz13,Sports,TBA,10,TBA,South
1178,TBA,Customer 178,Airpods Pro,Electronics,"$6,53,",TBA,John Smith,West
1179,28-10-2024,Customer 179,Ipad Air,Clothing,TBA,1,Kevin Anderson,West
1180,3-26-2023,Customer 180,Blender Pro,Technology,TBA,1,Kevin Anderson,South
1181,2-16-2024,Customer 181,Samsung Galaxy S24,Electronics,$96,5,John Smith,South
1182,1-30-2023,Customer 182,Playstation 5,Technology,$226,3,TBA,South
1183,22-10-2024,Customer 183,Coffee Maker,Technology,$612,5,Jessica Martinez,South
1184,10-20-2023,Customer 184,Fitness Tracker,Home,"$1,971",6,Mike Davis,Central
1185,2-21-2023,Customer 185,Levi'S Jeans,Clothing,"$1,470",1,John Smith,South
1186,1-15-2024,Customer 186,Xbox Series X,Electronics,TBA,7,Lisa Garcia,North
1187,01-04-2023,Customer 187,Xbox Series X,Technology,$403,7,Tbd,East
1188,02-09-2024,Customer 188,Macbook Pro,Cuothing,TBA,9,David Lee,South
1189,7-28-2023,Customer 189,Nike Air Max,D Electronics,"$1,493",1,TBA,East
1190,TBA,Customer 190,Adidas Ultraboost,Electronics,"$13,24",5,Chris Wilson,Central
1191,7-29-2023,Customer 191,Samsung Gapaxy S24,Technology,$459,9,Jessica Martinez,Central
1192,6-27-2023,Customer 192,Canon Eos R5,Sports,TBA,1,Sarah Johnson,North
1193,15-04-2023,Customer 193,Playstation 5,Sports,$607,3,TBA,North
1194,14-09-2023,Customer 194,Iphone 15,Technology,"$1,802",4,John Smith,East
1195,04-03-2024,Customer 195,Samsung Galaxy S24,Electronics,TBA,7,Chris Wilson,West
1196,TBA,Customer 196,Dell Xps 13,Clotming,TBA,TBA,TBA,South
1197,TBA,Customer 197,Coffee Maker,Electronics,TBA,8,Emily Brown,North
1198,04-12-2024,Customer 198,Nike Air Max,Technology,"$1,535",9,Mike Davis,Central
1199,05-12-2024,Customer 199,Nike Air Max,Technology,$90,10,TBA,Central
1200,02-09-2023,Customer 200,Blender Pro,Sports,$874,TBA,Kevin Anderson,North
1201,7-15-2023,Customer 201,Nintendo Switch,Home,"$1,505",5,Mike Davis,West
1202,18-08-2024,Customer 202,Playstation 5,Technology,"$1,542",6,TBA,North
1203,30-10-2023,Customer 203,Nintendo Switch,Sports,TBA,5,David Lee,West
1204,5-27-2024,Customer 204,Airpods Pro,Sports,TBA,6,Lisa Garcia,East
1205,10-12-2023,Customer 205,Iphone 15,Clothing,$360,3,Chris Wilson,Central
1206,25-04-2023,Customer 206,Tesla Model 3,Electronics,TBA,8,Davzd Lee,South
1207,26-01-2024,Customer 207,Macbook Pro,Electronics,TBA,10,Sarah Johnson,East
1208,14-01-2024,Customer 208,Levi'S Jeans,Sports,TBA,6,TBA,North
1209,10-02-2023,Customer 209,Canon Eos R5,Home,"$1,300",9,Mike Davis,Central
1210,TBA,Customer 210,Samsung Galaxy S24,Home,$472,4,Chris Wilson,North
1211,6-30-2023,Customer 211,Canon Eos R5,Electronics,$231,8,Kevin Anderson,West
1212,06-01-2023,Customer 212,Levi'S Jeans,Electronics,TBA,3,John Smith,North
1213,26-11-2023,Customer 213,Nintendo Switch,Electronics,TBA,3,TBA,East
1214,21-06-2023,Customer 214,Macbook Pro,Home,"$1,902",4,Jessica Martinez,West
1215,TBA,Customer 215,Levi'S Jeans,Clothing,TBA,10,Mike Davis,North
1216,11-03-2024,Customer 216,Fitness Tracker,Sports,"$1,854",5,TBA,North
1217,14-08-2023,Customer 217,Yoga Mat,Technology,TBA,10,David Lee,Central
1218,TBA,Customer 218,Playstation 5,Sporfs,"$1,274",2,Kevin Anderson,East
1219,15-07-2023,Customer 219,Sony Wh-1000Xm5,ClothiNA,TBA,10,Kevin Anderson,South
1220,10-13-2024,Customer 220,Nintendo Switch,Wome,"$1,386",6,Mike Davis,South
1221,10-26-2023,Customer 221,Samsung Galaxy S24,Home,$583,1,TBA,West
1222,14-11-2024,Customer 222,Blender Pro,Technology,TBA,5,Tbd,East
1223,04-06-2023,Customer 223,Xbtx Series X,Sports,$856,10,Kevin Anderson,West
1224,09-06-2024,Customer 224,Sony Wh-1000Xm5,Electronics,$327,7,David Lee,West
1225,15-02-2023,Customer 225,Tesla Model 3,Clothing,"$1,128",4,Sarah Johnson,East
1226,24-02-2024,Customer 226,Ipad Air,Sports,"$1,359",10,Tbd,North
1227,26-02-2023,Customer 227,Nintendo Switch,Clothing,$197,5,Emily Brown,West
1228,7-25-2023,Customer 228,Samsung Galaxy S24,Electronics,$131,1,John Smith,West
1229,12-30-2023,Customer 229,Adidas Ultraboost,Teqhnology,TBA,1,Jessica Martinez,East
1230,29-11-2024,Customer 230,Canon Eos R5,Technology,$825,7,TBA,West
1231,TBA,Customer 231,Nike Air Max,ElectroNAcs,"$1,477",10,John Smith,North
1232,TBA,Customer 232,Iphone 15,Electronics,TBA,5,Kevin Anderson,South
1233,6-23-2023,Customer 233,Coffee Maker,Sports,$125,1,TBA,West
1234,4-27-2024,Customer 234,Fitness Tracker,Sports,$998,2,Lisa Garcia,North
1235,TBA,Customer 235,Fitness Tracker,Home,"$1,375",TBA,David Lee,West
1236,8-31-2024,Customer 236,Dell Xps 13,Home,"$1,768",4,TBA,Central
1237,07-07-2023,Customer 237,Coffee Maker,Home,"$1,005",2,Lisa Garcia,South
1238,11-09-2024,Customer 238,Nike Apr Max,Sports,TBA,5,Tbd,South
1239,05-06-2024,Customer 239,Canon Eos R5,Home,TBA,3,Emily Brown,North
1240,TBA,Customer 240,Dell Xps 13,Technology,$862,4,TBA,West
1241,10-30-2023,Customer 241,Coffee Maker,Electronics,"$1,79,",7,John Smith,South
1242,27-10-2023,Customer 242,Nintendo Switch,Electronics,"$1,859",1,Tbd,South
1243,6-26-2024,Customer 243,Playstation 5,Clothing,TBA,3,Chris Wilson,North
1244,04-05-2024,Customer 244,Fitness Tracker,Electronics,TBA,3,Tbd,West
1245,TBA,Customer 245,Macbook Pro,Clothing,"$12,53",2,TBA,South
1246,TBA,Customer 246,Fitness Tracker,Clothing,"$1,433",7,TBA,North
1247,01-06-2024,Customer 247,Surface Pro,Home,TBA,5,Kevin Anderson,West
1248,10-08-2024,Customer 248,Adidas Ultraboost,Clothing,TBA,6,Jessica Martinez,East
1249,31-07-2024,Customer 249,Blender Pro,Home,"$1,093",7,Lisa Garcia,West
1249,07-02-2024,Customer 250,Nike Air Nax,Technology,"$1,262",10,John Smith,West
1251,04-01-2023,Customer 251,Xbox Series X,Sports,$340,9,TBA,Central
1252,TBA,Customer 252,Nintendo Switch,Electronics,$588,5,David Lee,North
1253,05-02-2023,Customer 253,Xbox Series X,Electronics,$182,7,Amanda Taylor,South
1254,10-14-2024,Customer 254,Iphoge 15,Home,"$1,167",2,Sarah Johnson,West
1255,5-20-2024,Customer 255,Blender Pro,Technology,TBA,1,Jessica Martinez,South
1256,8-26-2023,Customer 256,Playstation 5,Sports,TBA,6,Kevin Anderson,South
1257,TBA,Customer 257,Samsung Galaxy S24,Home,"$1,453",10,David Lee,South
1258,1-26-2024,Customer 258,Ipad Air,Electronics,$719,7,Tbd,North
1259,TBA,Customer 259,Fitness Tracker,Home,"$1,044",5,Mike Davis,East
1260,5-31-2024,Customer 260,Adidas Ultraboost,Home,$453,9,Jessica Martinez,South
1261,08-11-2024,Customer 261,Tesla Model 3,Home,TBA,6,John Smith,West
1262,27-06-2024,Customer 262,Surface Pro,Home,$871,7,Kevin Anderson,South
1262,11-05-2024,Customer 263,Blender Pro,Sports,$470,5,Kevin Anderson,South
1264,06-12-2024,Customer 264,Fitness Tracker,Home,"$2,005",1,TBA,West
1265,16-09-2023,Customer 265,Nike Air Max,Technology,"$1,329",4,TBA,East
1266,11-06-2024,Customer 266,Levi'S Jeans,Clothing,TBA,9,John Smith,West
1267,31-10-2023,Customer 267,Surface Pro,Home,$353,3,Lisa Garcia,South
1268,06-12-2023,Customer 268,Airpods Pro,Homk,TBA,2,Lisa Garcia,Central
1269,TBA,Customer 269,Airpods Pro,Sports,TBA,9,Amanda Taylor,East
1270,6-15-2024,Customer 270,Yoga Mat,Clothing,"$1,809",3,Sarah Johnson,South
1271,09-10-2023,Customer 271,Coffee Maker,Home,$793,4,Jessica Martinez,Central
1272,18-02-2023,Customer 272,Macbook Pro,Sports,$205,6,David Lee,North
1273,05-04-2024,Customer 273,Nike Air Max,Electrowics,TBA,5,TBA,East
1274,03-05-2023,Customer 274,Yoga Mat,Home,$893,10,TBA,North
1275,26-12-2024,Customer 275,Sony Wh-1000Xm5,Sports,TBA,8,Lisa Garciq,East
1276,09-10-2023,Customer 276,Blender Pro,Clothing,$917,8,TBA,South
1276,02-04-2024,Customer 277,Tesla Model 3,Sports,TBA,5,TBA,East
1278,12-11-2023,Customer 278,Canon Eos R5,Technology,$826,3,TBA,East
1278,10-20-2024,Customer 279,Ipad Air,Technology,$777,6,Sarah Johnson,East
1280,TBA,Customer 280,Yoga Mat,Spohts,"$1,125",10,TBA,South
1281,09-08-2023,Customer 281,Nike Air Max,Technology,TBA,10,Chris Wilson,West
1282,01-02-2023,Customer 282,Dell Xps 13,Electronics,TBA,5,Amanda Taylor,West
1283,23-12-2023,Customer 283,Nintendo Switch,Home,TBA,9,TBA,Central
1284,06-05-2024,Customer 284,Nintendo Switch,Home,TBA,TBA,TBA,East
1285,03-09-2024,Customer 285,Blender Pro,Clothing,TBA,10,Jessica Martinez,North
1286,07-08-2024,Customer 286,Iphone 15,Sports,TBA,10,Kevin Anderson,West
1287,1-17-2023,Customer 287,Tesla Model 3,Clothing,"$14,79",5,TBA,West
1288,15-01-2024,Customer 288,Cwnon Eos R5,Clothing,$958,4,Chris Wilson,North
1289,8-30-2023,Customer 289,Tesla Model 3,Clothing,$232,3,Kevin Anderson,West
1290,30-12-2024,Customer 290,Coffee Maker,Sporhs,TBA,7,David Lee,North
1291,04-05-2023,Customer 291,Levi'S Jeans,Technology,$901,9,Sarah Johnson,Central
1292,12-28-2023,Customer 292,Nike Air Max,Sports,"$1,586",3,Jessica Martinez,East
1293,29-12-2024,Customer 293,Surface Pro,Clothing,"$1,853",9,Chris Wilson,West
1294,17-04-2023,Customer 294,Fitneds Tracker,Home,"$2,017",6,David Lee,East
1295,23-08-2024,Customer 295,Ipad Air,Home,"$1,859",3,Kevin Anderson,Central
1296,03-05-2024,Customer 296,Xbox Series X,Technology,"$2,002",7,Mike Davis,East
1297,11-15-2023,Customer 297,Ipad Airp,Home,$121,9,Lisa Garcia,East
1298,7-24-2023,Customer 298,Hurface Pro,Sports,$774,4,Chris Wilson,South
1299,03-08-2023,Customer 299,Nintkndo Switch,Home,$537,3,Chris Wilson,South
1300,13-09-2024,Customer 300,Fitness Tracker,Clothing,$293,7,John Smith,North
1301,TBA,Customer 301,Tesla Moqel 3,Sports,TBA,5,TBA,Central
1302,3-14-2024,Customer 302,Levi'S Jeans,Electronics,$632,8,Kevin Anderson,West
1303,07-03-2024,Customer 303,Playstation 5,Technology,"$1,224",7,Amanda Taylor,South
1304,15-06-2023,Customer 304,Airpods Pro,Electronics,"$1,456",4,TBA,North
1305,09-04-2024,Customer 305,Adidas Ultraboost,Clothing,$483,6,Jessica Martinez,West
1306,1-31-2024,Customer 306,Samsung Galaxy S24,Technology,TBA,1,Chris Wilson,East
1307,TBA,Customer 307,Adidas Ultraboost,Technology,TBA,TBA,TBA,West
1308,29-05-2024,Customer 308,Xbox Series X,Home,$464,4,Amanda Taylor,West
1309,8-23-2023,Customer 309,Iphone 15,Home,TBA,1,Jessica Martinez,South
1310,02-11-2023,Customer 310,Airpods Pro,Clothing,TBA,9,TBA,South
1311,14-01-2024,Customer 311,Surface Pro,Electronics,TBA,4,Kevin Anderson,East
1312,2-16-2023,Customer 312,Airpods Pro,Technology,$648,2,TBA,Central
1313,06-10-2024,Customer 313,Sony Wh-1000Xm5,Plectronics,$269,6,Lisa Garcia,West
1314,06-04-2024,Customer 314,Blender Pro,Technollgy,"$1,613",2,Amanda Taylor,North
1315,09-01-2023,Customer 315,Playstation 5,Electronics,"$1,460",3,Mike Davis,North
1316,6-25-2023,Customer 316,Adidas Ultraboost,Home,TBA,8,Emily Brown,Central
